Date,Expense/Income,Category,Payment Method,Amount,Balance
2023-02-13 23:42:27,Expense,Transport,Debit Card,2928.94,-52563.6
2023-07-26 11:27:37,Income,Other,Cash,3152.53,-49411.07
2023-12-07 22:41:24,Income,Salary,Debit Card,3264.05,-46147.02
2023-02-20 18:40:37,Income,Gifts,Debit Card,1435.47,-44711.55
2023-03-04 18:44:00,Expense,Education,Bank to Bank,986.61,-45698.16
2023-02-08 12:15:44,Income,Business Income,Mobile Wallet,4501.97,-41196.19
2023-07-16 01:48:33,Income,Investments,Debit Card,3614.43,-37581.76
2023-06-09 00:12:27,Expense,Health,Cash,2675.0,-40256.76
2023-09-22 05:05:46,Income,Business Income,UPI,3120.22,-37136.54
2023-05-19 17:46:00,Income,Gifts,Bank to Bank,4835.48,-32301.06
2023-06-09 23:22:13,Income,Rental Income,Other,4173.81,-28127.25
2023-10-12 12:43:40,Income,Salary,Bank to Bank,2497.75,-25629.5
2023-01-24 01:24:29,Income,Other,Cash,479.94,-25149.56
2023-09-17 03:37:53,Expense,Travel,UPI,2783.83,-27933.39
2023-09-05 18:35:45,Expense,Education,UPI,548.58,-28481.97
2023-02-18 10:20:22,Income,Investments,UPI,915.37,-27566.6
2023-06-25 14:11:26,Income,Salary,Cash,2174.87,-25391.73
2023-01-18 15:58:00,Income,Other,Debit Card,1676.14,-23715.59
2023-02-23 04:02:54,Income,Rental Income,Debit Card,2790.14,-20925.45
2023-01-13 17:50:32,Expense,Entertainment,Bank to Bank,4793.36,-25718.81
2023-11-09 08:27:39,Income,Other,Bank to Bank,4759.29,-20959.52
2023-06-14 00:24:23,Expense,Miscellaneous,Cash,3340.77,-24300.29
2023-12-30 17:40:05,Expense,Travel,UPI,623.68,-24923.97
2023-05-06 19:42:38,Expense,Food,Debit Card,441.6,-25365.57
2023-03-16 09:28:34,Expense,Transport,Debit Card,1829.26,-27194.83
2023-04-06 09:14:38,Income,Investments,UPI,1434.45,-25760.38
2023-04-05 22:02:22,Income,Rental Income,Debit Card,2829.4,-22930.98
2023-02-26 13:13:57,Income,Rental Income,Debit Card,897.41,-22033.57
2023-04-13 10:59:26,Income,Investments,Debit Card,4641.69,-17391.88
2023-06-04 17:57:35,Income,Business Income,Debit Card,661.18,-16730.7
2023-06-07 20:48:18,Income,Salary,Debit Card,2163.63,-14567.07
2024-02-05 02:32:53,Income,Salary,Bank to Bank,4817.83,-9749.24
2023-02-03 11:04:06,Expense,Travel,Debit Card,1058.58,-10807.82
2023-08-14 02:24:23,Income,Investments,Mobile Wallet,1824.54,-8983.28
2023-01-29 08:48:18,Expense,Travel,Debit Card,2346.81,-11330.09
2023-05-25 01:28:33,Expense,Food,Credit Card,3250.34,-14580.43
2023-06-27 18:23:20,Expense,Transport,Credit Card,4152.1,-18732.53
2023-04-24 14:05:49,Income,Other,Cash,4389.94,-14342.59
2023-10-09 00:34:55,Income,Gifts,Bank to Bank,3012.45,-11330.14
2023-02-06 18:03:53,Expense,Health,UPI,251.94,-11582.08
2023-11-26 04:57:03,Expense,Education,Debit Card,935.31,-12517.39
2023-04-25 09:23:34,Expense,Housing,Other,440.72,-12958.11
2023-08-27 19:07:25,Income,Business Income,Bank to Bank,4075.11,-8883.0
2023-09-22 08:54:33,Income,Other,UPI,1125.29,-7757.71
2023-07-15 17:02:18,Expense,Education,UPI,1460.82,-9218.53
2023-01-25 01:28:06,Income,Business Income,Mobile Wallet,3432.06,-5786.47
2023-02-22 10:50:27,Income,Freelance,Bank to Bank,468.82,-5317.65
2023-08-12 13:35:09,Expense,Travel,Mobile Wallet,682.84,-6000.49
2023-05-17 01:32:25,Expense,Travel,Credit Card,3313.79,-9314.28
2023-08-10 06:44:04,Expense,Entertainment,Credit Card,3538.31,-12852.59
2023-01-16 04:29:25,Income,Other,Credit Card,3183.8,-9668.79
2023-02-20 07:02:23,Income,Freelance,UPI,4665.88,-5002.91
2023-09-30 15:46:05,Expense,Transport,Mobile Wallet,4822.66,-9825.57
2023-01-14 08:22:00,Income,Salary,Other,3191.32,-6634.25
2023-04-21 06:43:54,Income,Freelance,Mobile Wallet,4926.29,-1707.96
2023-03-13 01:46:22,Income,Rental Income,Bank to Bank,3978.83,2270.87
2023-07-25 17:17:46,Expense,Food,Debit Card,566.58,1704.29
2023-08-01 13:18:47,Income,Gifts,Other,1491.12,3195.41
2023-06-27 14:15:18,Income,Investments,UPI,2462.68,5658.09
2023-06-12 21:48:40,Income,Freelance,Other,1922.75,7580.84
2023-03-22 23:08:46,Income,Investments,Credit Card,4055.23,11636.07
2023-07-30 20:39:14,Expense,Health,Cash,4549.48,7086.59
2023-08-07 19:20:41,Income,Business Income,Credit Card,1340.39,8426.98
2023-06-16 07:14:11,Expense,Food,Bank to Bank,4365.97,4061.01
2023-03-02 23:09:56,Income,Rental Income,Other,3346.97,7407.98
2023-05-06 03:59:50,Income,Other,Other,2502.47,9910.45
2023-01-15 11:20:36,Expense,Travel,Bank to Bank,2207.53,7702.92
2023-11-23 06:06:37,Income,Investments,Bank to Bank,2305.82,10008.74
2023-11-19 19:05:02,Income,Freelance,Mobile Wallet,3907.15,13915.89
2023-05-18 06:52:06,Expense,Housing,Cash,4131.42,9784.47
2023-10-02 23:19:41,Expense,Food,Other,4227.4,5557.07
2023-05-16 19:20:12,Expense,Shopping,Mobile Wallet,296.09,5260.98
2023-04-08 14:48:41,Income,Business Income,Debit Card,2711.87,7972.85
2023-04-18 18:19:13,Income,Investments,Other,1739.68,9712.53
2023-10-24 20:17:42,Expense,Transport,Mobile Wallet,401.64,9310.89
2023-11-12 22:53:57,Expense,Housing,Credit Card,336.11,8974.78
2024-01-07 12:59:00,Expense,Food,Mobile Wallet,1842.71,7132.07
2023-04-28 03:59:07,Income,Rental Income,Debit Card,810.53,7942.6
2023-01-22 19:52:06,Income,Gifts,Bank to Bank,4711.78,12654.38
2023-12-25 06:12:29,Income,Rental Income,Bank to Bank,2764.93,15419.31
2023-05-18 19:54:21,Expense,Housing,Cash,3395.67,12023.64
2023-01-20 13:36:33,Expense,Food,Bank to Bank,2916.0,9107.64
2023-02-05 07:45:38,Expense,Shopping,UPI,4948.29,4159.35
2023-10-19 03:11:19,Expense,Food,Debit Card,979.85,3179.5
2023-10-18 12:37:05,Expense,Bills,Mobile Wallet,1800.68,1378.82
2023-12-17 03:34:19,Income,Freelance,Credit Card,1165.4,2544.22
2023-12-26 06:52:36,Income,Investments,Other,4287.98,6832.2
2023-08-05 12:04:39,Income,Rental Income,Debit Card,512.79,7344.99
2023-05-12 03:04:14,Expense,Bills,Other,4647.56,2697.43
2023-05-11 05:22:00,Expense,Shopping,Bank to Bank,4397.91,-1700.48
2023-05-18 08:45:02,Expense,Bills,UPI,273.28,-1973.76
2023-10-17 17:49:56,Income,Freelance,Cash,2066.42,92.66
2024-01-07 16:54:59,Expense,Health,UPI,1426.88,-1334.22
2023-11-03 12:53:43,Expense,Shopping,Cash,933.08,-2267.3
2024-01-20 19:23:37,Expense,Health,Other,1577.32,-3844.62
2023-02-15 00:52:41,Expense,Health,Cash,3361.14,-7205.76
2023-02-28 02:19:55,Income,Business Income,Mobile Wallet,225.91,-6979.85
2023-07-18 13:40:03,Expense,Transport,UPI,3194.57,-10174.42
2023-01-09 15:50:36,Income,Investments,Debit Card,1836.85,-8337.57
2024-02-05 02:16:47,Income,Business Income,Debit Card,4637.18,-3700.39
2023-01-26 21:20:51,Expense,Education,Credit Card,271.63,-3972.02
2023-04-01 05:59:19,Income,Freelance,Credit Card,2910.07,-1061.95
2023-08-24 18:03:46,Income,Freelance,Other,4575.74,3513.79
2023-10-06 04:42:49,Expense,Shopping,Cash,1809.92,1703.87
2023-12-23 07:57:00,Income,Salary,UPI,3977.71,5681.58
2023-04-15 11:39:40,Income,Gifts,Debit Card,4288.15,9969.73
2023-09-14 16:48:00,Income,Gifts,Mobile Wallet,4016.49,13986.22
2023-04-09 22:12:38,Expense,Transport,Cash,2540.8,11445.42
2023-09-03 18:04:07,Expense,Food,UPI,732.68,10712.74
2024-01-31 16:49:26,Income,Investments,UPI,2880.44,13593.18
2023-09-10 06:04:42,Expense,Entertainment,Other,4187.83,9405.35
2023-12-19 19:35:36,Expense,Shopping,UPI,783.52,8621.83
2023-06-15 00:09:25,Income,Investments,UPI,530.77,9152.6
2023-07-21 01:49:34,Income,Salary,UPI,3733.21,12885.81
2023-12-07 07:39:36,Income,Rental Income,Debit Card,2196.18,15081.99
2023-05-31 08:42:44,Expense,Miscellaneous,Other,3762.09,11319.9
2023-09-22 03:43:56,Expense,Transport,Mobile Wallet,3629.41,7690.49
2023-07-06 20:09:46,Expense,Health,Cash,4462.48,3228.01
2023-09-02 16:07:53,Expense,Miscellaneous,Debit Card,1987.44,1240.57
2023-08-09 15:38:23,Expense,Miscellaneous,Credit Card,2749.48,-1508.91
2023-01-03 05:18:21,Income,Business Income,UPI,1555.29,46.38
2023-05-01 11:06:07,Expense,Bills,UPI,2449.06,-2402.68
2023-01-22 02:04:43,Expense,Education,Bank to Bank,2671.12,-5073.8
2023-11-26 16:15:39,Income,Rental Income,UPI,4222.75,-851.05
2023-08-20 15:37:59,Expense,Shopping,Credit Card,1365.69,-2216.74
2023-05-25 12:47:14,Income,Investments,Other,243.31,-1973.43
2023-05-14 04:13:09,Expense,Travel,Debit Card,3875.68,-5849.11
2023-09-07 18:53:34,Income,Business Income,Cash,3956.39,-1892.72
2024-01-05 16:50:07,Income,Rental Income,Credit Card,2235.68,342.96
2023-11-21 04:06:58,Income,Business Income,Mobile Wallet,3055.54,3398.5
2023-09-10 20:36:56,Expense,Housing,Credit Card,234.24,3164.26
2023-04-18 23:43:55,Expense,Miscellaneous,UPI,3485.6,-321.34
2023-12-31 06:41:57,Income,Investments,Cash,2961.9,2640.56
2023-12-28 20:31:24,Income,Business Income,Other,4909.61,7550.17
2023-04-26 02:14:09,Expense,Entertainment,Debit Card,3546.65,4003.52
2023-12-16 19:37:12,Income,Business Income,Cash,2562.75,6566.27
2023-11-18 07:53:22,Income,Business Income,Mobile Wallet,3169.1,9735.37
2023-02-13 14:08:35,Expense,Travel,Mobile Wallet,868.09,8867.28
2024-01-25 08:43:14,Income,Freelance,Bank to Bank,144.01,9011.29
2023-03-30 22:57:38,Expense,Transport,Debit Card,3465.0,5546.29
2023-01-16 04:06:24,Expense,Housing,Debit Card,125.85,5420.44
2023-04-16 02:20:18,Expense,Shopping,Credit Card,348.53,5071.91
2023-12-01 11:51:47,Expense,Travel,Credit Card,1323.86,3748.05
2023-08-14 14:46:29,Expense,Shopping,Credit Card,4500.47,-752.42
2023-02-19 12:04:42,Expense,Health,Mobile Wallet,3469.8,-4222.22
2024-01-29 01:04:25,Expense,Food,Cash,3776.24,-7998.46
2023-04-14 07:30:41,Income,Freelance,Other,4175.2,-3823.26
2023-11-27 02:40:23,Expense,Entertainment,Debit Card,749.36,-4572.62
2023-08-10 17:28:17,Income,Other,Credit Card,3519.96,-1052.66
2023-06-27 22:12:57,Expense,Education,UPI,279.39,-1332.05
2023-11-25 22:59:15,Expense,Food,Debit Card,1584.17,-2916.22
2023-05-20 05:33:08,Expense,Entertainment,Bank to Bank,3773.14,-6689.36
2023-06-02 08:34:05,Expense,Bills,UPI,110.04,-6799.4
2023-05-29 04:58:21,Income,Other,Mobile Wallet,3851.7,-2947.7
2023-07-15 18:32:29,Income,Gifts,Cash,230.55,-2717.15
2023-03-09 01:53:11,Expense,Food,Bank to Bank,1917.0,-4634.15
2024-01-21 01:24:29,Income,Gifts,Debit Card,3411.65,-1222.5
2023-01-18 21:45:30,Expense,Travel,Cash,3947.56,-5170.06
2023-04-24 02:07:03,Income,Investments,Cash,4572.47,-597.59
2023-08-17 23:56:39,Income,Salary,UPI,2833.59,2236.0
2023-08-10 17:34:29,Income,Gifts,Bank to Bank,740.91,2976.91
2023-09-08 22:56:26,Income,Other,Bank to Bank,4935.43,7912.34
2023-11-08 22:52:35,Income,Freelance,UPI,4379.86,12292.2
2023-10-20 14:14:43,Income,Rental Income,Bank to Bank,4042.34,16334.54
2024-01-01 11:56:27,Income,Business Income,Mobile Wallet,1317.16,17651.7
2023-05-25 12:11:50,Income,Freelance,Cash,3941.11,21592.81
2023-12-14 10:54:43,Expense,Travel,Bank to Bank,2293.15,19299.66
2023-02-05 23:22:27,Income,Gifts,Other,3858.38,23158.04
2023-11-16 12:02:05,Income,Investments,Mobile Wallet,495.51,23653.55
2023-01-16 06:07:55,Expense,Miscellaneous,Cash,2215.81,21437.74
2023-05-15 10:37:59,Expense,Health,Cash,2047.31,19390.43
2023-05-26 12:33:52,Expense,Food,Other,4784.23,14606.2
2023-07-29 06:26:42,Income,Salary,Cash,2983.16,17589.36
2023-07-23 19:50:49,Income,Gifts,Other,2655.3,20244.66
2023-03-11 20:45:19,Expense,Housing,Other,592.39,19652.27
2023-05-31 02:12:34,Income,Business Income,Bank to Bank,1776.89,21429.16
2023-06-09 10:12:13,Expense,Transport,Other,4155.3,17273.86
2024-01-08 23:46:51,Expense,Transport,UPI,2136.66,15137.2
2023-05-22 08:53:26,Income,Gifts,UPI,3545.77,18682.97
2023-04-18 10:15:17,Income,Salary,Credit Card,901.87,19584.84
2023-06-09 10:49:11,Income,Salary,Bank to Bank,4150.45,23735.29
2023-04-25 22:48:17,Income,Salary,Other,2452.57,26187.86
2023-05-16 03:53:59,Income,Salary,Mobile Wallet,4246.91,30434.77
2023-12-20 17:21:00,Income,Gifts,Credit Card,4873.38,35308.15
2023-11-09 12:13:28,Expense,Housing,Cash,4152.16,31155.99
2023-02-02 05:40:57,Expense,Food,Cash,2850.21,28305.78
2023-02-06 00:54:19,Income,Gifts,Bank to Bank,4852.95,33158.73
2023-02-11 03:55:45,Expense,Bills,Mobile Wallet,1332.54,31826.19
2023-04-04 18:54:13,Expense,Education,Cash,445.38,31380.81
2023-04-01 06:07:00,Expense,Housing,Other,2528.61,28852.2
2023-07-13 23:24:47,Expense,Housing,Bank to Bank,699.56,28152.64
2023-09-01 15:22:27,Expense,Travel,Bank to Bank,3839.99,24312.65
2023-02-21 01:40:04,Income,Salary,Debit Card,4678.05,28990.7
2023-12-04 02:09:58,Income,Other,Cash,2315.42,31306.12
2023-08-19 07:27:19,Expense,Shopping,Credit Card,2761.14,28544.98
2023-11-11 02:12:29,Income,Other,Credit Card,4085.62,32630.6
2023-02-25 13:53:44,Expense,Housing,UPI,1867.06,30763.54
2023-09-12 09:32:52,Expense,Food,UPI,1943.28,28820.26
2023-07-12 21:32:39,Income,Business Income,Other,2016.78,30837.04
2023-12-15 00:51:48,Income,Rental Income,Bank to Bank,2196.22,33033.26
2023-04-10 01:41:51,Income,Freelance,Mobile Wallet,2033.11,35066.37
2023-02-06 06:41:56,Expense,Health,Cash,2675.97,32390.4
2023-02-28 00:42:00,Income,Business Income,Mobile Wallet,840.8,33231.2
2023-12-31 12:25:05,Expense,Miscellaneous,Credit Card,1133.21,32097.99
2023-12-28 20:07:17,Income,Salary,Other,4262.31,36360.3
2023-09-29 05:32:51,Expense,Health,Other,2370.36,33989.94
2023-04-03 20:49:37,Expense,Housing,Debit Card,4276.68,29713.26
2023-07-29 20:58:20,Expense,Travel,UPI,3435.11,26278.15
2023-08-28 00:26:18,Expense,Shopping,Cash,1287.32,24990.83
2023-04-20 08:09:54,Expense,Health,Cash,4335.74,20655.09
2024-02-04 22:29:25,Expense,Health,UPI,3128.31,17526.78
2023-02-13 06:54:47,Income,Salary,Credit Card,2850.17,20376.95
2023-09-05 01:21:43,Income,Rental Income,Mobile Wallet,318.32,20695.27
2023-01-01 22:06:16,Expense,Bills,Mobile Wallet,3624.69,17070.58
2023-06-02 02:09:26,Expense,Travel,Bank to Bank,685.34,16385.24
2023-04-05 15:56:16,Expense,Entertainment,Bank to Bank,2391.68,13993.56
2023-11-06 11:53:27,Expense,Miscellaneous,Debit Card,4970.57,9022.99
2023-01-10 08:33:50,Income,Investments,UPI,2896.89,11919.88
2023-12-28 05:03:41,Expense,Housing,Bank to Bank,1008.36,10911.52
2024-01-14 17:10:57,Expense,Shopping,Bank to Bank,2359.86,8551.66
2023-06-14 08:50:59,Expense,Education,Debit Card,2615.35,5936.31
2023-07-28 11:11:05,Income,Other,Cash,1623.04,7559.35
2023-01-18 02:24:55,Income,Freelance,UPI,3550.94,11110.29
2024-01-23 00:23:17,Expense,Transport,UPI,1542.75,9567.54
2023-05-06 00:16:33,Expense,Bills,Bank to Bank,1871.09,7696.45
2023-08-10 05:36:52,Expense,Health,Cash,1709.56,5986.89
2023-01-02 16:02:17,Income,Other,Debit Card,2380.5,8367.39
2024-01-06 02:04:48,Income,Freelance,Debit Card,987.48,9354.87
2023-09-10 21:46:31,Income,Salary,Mobile Wallet,3351.17,12706.04
2023-07-05 16:05:24,Expense,Shopping,Debit Card,2185.49,10520.55
2023-02-22 19:36:40,Expense,Miscellaneous,Other,647.8,9872.75
2023-01-19 09:16:12,Income,Gifts,UPI,1916.65,11789.4
2023-12-24 11:42:47,Income,Salary,Debit Card,1939.12,13728.52
2023-02-07 22:28:57,Expense,Entertainment,Debit Card,1066.25,12662.27
2023-12-20 00:34:16,Income,Other,Other,2482.37,15144.64
2023-07-23 11:23:15,Expense,Bills,Mobile Wallet,2540.15,12604.49
2023-12-29 08:59:03,Expense,Entertainment,Mobile Wallet,2798.54,9805.95
2023-03-04 03:01:09,Income,Freelance,Credit Card,1109.03,10914.98
2023-05-04 02:33:42,Income,Rental Income,Mobile Wallet,1389.28,12304.26
2023-03-09 22:05:54,Expense,Entertainment,Credit Card,4080.98,8223.28
2023-09-22 10:22:39,Expense,Food,Cash,191.81,8031.47
2023-04-23 04:45:09,Income,Gifts,Mobile Wallet,891.34,8922.81
2023-06-06 23:29:07,Expense,Education,Other,4542.75,4380.06
2023-12-28 00:50:21,Income,Investments,UPI,2146.8,6526.86
2023-11-27 10:38:19,Expense,Education,Mobile Wallet,4820.41,1706.45
2023-06-11 03:10:35,Income,Business Income,Bank to Bank,489.76,2196.21
2024-01-29 05:37:47,Income,Rental Income,Other,3420.5,5616.71
2023-11-29 17:08:45,Expense,Shopping,Bank to Bank,4326.8,1289.91
2023-11-20 13:16:18,Income,Freelance,Other,152.84,1442.75
2023-05-15 22:50:06,Income,Salary,Bank to Bank,1305.55,2748.3
2023-11-08 14:22:52,Expense,Entertainment,Mobile Wallet,506.13,2242.17
2023-02-20 21:30:34,Expense,Entertainment,Debit Card,1828.93,413.24
2023-02-22 16:56:46,Income,Salary,UPI,4279.89,4693.13
2024-01-25 20:18:01,Income,Other,Debit Card,4676.97,9370.1
2023-12-07 09:13:18,Expense,Food,Cash,2060.33,7309.77
2023-01-23 09:21:37,Income,Business Income,Debit Card,1909.37,9219.14
2023-07-26 12:37:37,Income,Gifts,Bank to Bank,3561.8,12780.94
2023-10-22 17:34:58,Income,Rental Income,Mobile Wallet,4529.37,17310.31
2023-11-27 12:36:17,Expense,Bills,Credit Card,589.36,16720.95
2023-09-15 13:49:51,Expense,Bills,Mobile Wallet,4341.71,12379.24
2023-07-04 04:55:10,Income,Other,Cash,4615.31,16994.55
2023-04-18 23:08:13,Expense,Housing,UPI,4729.18,12265.37
2023-11-21 10:40:38,Income,Business Income,UPI,3112.21,15377.58
2023-09-23 15:57:24,Expense,Housing,Debit Card,4136.87,11240.71
2023-09-18 10:25:38,Income,Business Income,Cash,3564.68,14805.39
2023-01-08 08:30:15,Income,Other,Mobile Wallet,3210.04,18015.43
2023-09-03 01:16:29,Income,Business Income,Mobile Wallet,4636.55,22651.98
2023-12-27 04:36:23,Expense,Entertainment,Credit Card,3818.22,18833.76
2023-11-26 18:29:35,Expense,Health,Bank to Bank,500.68,18333.08
2023-05-16 08:23:48,Income,Other,UPI,2596.62,20929.7
2023-01-10 21:47:40,Expense,Shopping,Bank to Bank,1617.61,19312.09
2023-12-07 22:24:22,Income,Other,Mobile Wallet,3765.21,23077.3
2023-10-30 22:22:20,Expense,Food,Mobile Wallet,498.89,22578.41
2023-01-13 19:32:18,Expense,Food,Other,3521.27,19057.14
2023-02-17 19:24:16,Income,Other,Debit Card,2188.81,21245.95
2023-11-12 19:51:52,Expense,Health,Other,3942.12,17303.83
2023-09-21 18:31:10,Expense,Travel,Mobile Wallet,4743.36,12560.47
2023-10-02 17:29:19,Expense,Travel,Credit Card,3636.43,8924.04
2023-07-09 21:09:20,Expense,Education,Bank to Bank,3947.75,4976.29
2023-08-29 08:15:27,Income,Freelance,Bank to Bank,2070.2,7046.49
2023-04-09 17:18:07,Income,Business Income,Mobile Wallet,1160.92,8207.41
2023-07-19 07:03:05,Income,Business Income,Bank to Bank,2199.39,10406.8
2023-03-12 09:58:27,Expense,Transport,Other,2070.47,8336.33
2023-02-23 07:08:45,Expense,Bills,UPI,1334.76,7001.57
2023-01-08 20:47:02,Expense,Travel,Credit Card,214.75,6786.82
2024-01-22 15:00:52,Income,Rental Income,UPI,2897.21,9684.03
2023-04-12 03:46:09,Expense,Food,Credit Card,4979.3,4704.73
2023-03-23 14:24:25,Expense,Shopping,Debit Card,4227.87,476.86
2023-07-08 01:12:49,Income,Freelance,Cash,886.54,1363.4
2023-07-17 14:18:48,Income,Investments,UPI,1228.04,2591.44
2023-10-12 08:54:09,Income,Business Income,Cash,2991.5,5582.94
2023-02-03 22:13:25,Income,Rental Income,Debit Card,1092.07,6675.01
2023-12-28 06:37:09,Expense,Entertainment,Debit Card,1732.7,4942.31
2023-05-09 21:15:42,Expense,Shopping,Mobile Wallet,2623.89,2318.42
2023-07-02 09:58:19,Income,Gifts,Mobile Wallet,3681.67,6000.09
2023-09-27 22:44:40,Expense,Transport,Credit Card,2080.49,3919.6
2023-04-16 17:04:48,Expense,Housing,Bank to Bank,4490.61,-571.01
2023-04-07 21:31:16,Expense,Education,Cash,4864.07,-5435.08
2023-05-25 22:14:13,Expense,Health,Cash,3768.59,-9203.67
2023-03-25 02:56:55,Expense,Food,Bank to Bank,3001.83,-12205.5
2023-08-16 05:29:48,Income,Salary,Other,1896.03,-10309.47
2023-04-08 00:49:41,Income,Freelance,Bank to Bank,819.86,-9489.61
2023-06-27 17:56:08,Income,Business Income,Debit Card,4911.42,-4578.19
2024-01-06 20:32:26,Expense,Transport,UPI,1614.84,-6193.03
2023-03-03 04:59:41,Income,Investments,Cash,4334.38,-1858.65
2023-02-13 11:02:06,Income,Business Income,UPI,3381.39,1522.74
2023-02-17 13:31:55,Income,Salary,Other,2315.94,3838.68
2024-01-08 21:09:33,Income,Gifts,Credit Card,1875.53,5714.21
2023-04-12 05:58:01,Income,Gifts,UPI,4370.62,10084.83
2023-08-03 05:33:19,Expense,Travel,Debit Card,3874.86,6209.97
2023-05-17 16:55:25,Income,Investments,Credit Card,1321.39,7531.36
2024-01-26 23:50:54,Expense,Travel,Debit Card,2781.51,4749.85
2023-03-15 01:37:59,Income,Freelance,Mobile Wallet,4166.74,8916.59
2023-08-30 03:13:59,Expense,Shopping,Cash,4187.34,4729.25
2023-05-22 07:03:35,Expense,Travel,Other,1487.86,3241.39
2023-09-27 17:34:13,Expense,Food,Mobile Wallet,2372.16,869.23
2023-01-28 03:00:07,Income,Salary,Cash,4835.62,5704.85
2023-11-05 13:37:43,Income,Rental Income,Other,3224.24,8929.09
2023-05-01 16:20:29,Income,Business Income,Bank to Bank,1750.55,10679.64
2023-08-13 12:02:23,Expense,Miscellaneous,Bank to Bank,3190.89,7488.75
2024-01-07 21:14:15,Expense,Travel,Cash,1973.74,5515.01
2023-01-06 14:20:10,Expense,Food,Debit Card,3566.29,1948.72
2023-04-19 12:49:08,Income,Gifts,Other,442.74,2391.46
2024-01-20 08:26:26,Income,Rental Income,Debit Card,3976.97,6368.43
2023-06-20 14:22:26,Expense,Miscellaneous,Other,1134.71,5233.72
2023-12-14 04:18:09,Expense,Shopping,UPI,2579.4,2654.32
2023-03-12 11:13:33,Income,Rental Income,Bank to Bank,4678.78,7333.1
2023-02-20 23:13:56,Expense,Education,Debit Card,4365.39,2967.71
2023-11-24 04:06:22,Income,Business Income,Credit Card,3092.43,6060.14
2023-02-09 09:01:31,Expense,Health,Mobile Wallet,4586.13,1474.01
2023-10-27 23:49:41,Expense,Entertainment,Credit Card,2800.74,-1326.73
2023-06-22 02:18:43,Income,Business Income,Bank to Bank,2099.39,772.66
2023-03-14 13:47:26,Income,Other,Debit Card,3590.02,4362.68
2023-08-01 20:44:16,Expense,Housing,Bank to Bank,975.49,3387.19
2023-07-08 10:38:09,Income,Business Income,UPI,931.58,4318.77
2023-04-16 21:33:28,Expense,Shopping,Debit Card,1764.01,2554.76
2023-02-14 15:17:26,Income,Business Income,Bank to Bank,4741.43,7296.19
2024-02-02 19:36:56,Income,Freelance,Cash,459.41,7755.6
2023-10-21 18:53:15,Income,Salary,Cash,1579.39,9334.99
2023-07-05 16:35:02,Expense,Food,Credit Card,3987.87,5347.12
2023-02-15 19:59:58,Income,Freelance,Other,224.19,5571.31
2023-04-05 16:52:48,Expense,Miscellaneous,Mobile Wallet,4272.09,1299.22
2023-08-18 06:21:47,Expense,Health,UPI,685.14,614.08
2023-12-16 10:16:55,Income,Rental Income,Cash,881.88,1495.96
2023-10-25 06:37:42,Expense,Housing,UPI,3161.61,-1665.65
2023-02-15 18:45:22,Income,Freelance,Other,4963.13,3297.48
2023-03-17 18:07:35,Expense,Bills,Mobile Wallet,148.45,3149.03
2023-09-14 19:37:57,Income,Gifts,Mobile Wallet,4983.97,8133.0
2023-01-26 22:43:06,Expense,Health,Cash,209.47,7923.53
2023-07-15 15:11:05,Income,Salary,Cash,3915.94,11839.47
2023-07-08 20:41:33,Income,Rental Income,Credit Card,1462.4,13301.87
2024-01-14 11:09:25,Expense,Travel,Debit Card,793.97,12507.9
2023-03-25 19:13:33,Income,Business Income,Bank to Bank,1906.49,14414.39
2024-01-20 16:29:48,Income,Gifts,Bank to Bank,1758.29,16172.68
2023-08-13 09:14:06,Income,Business Income,Cash,2119.5,18292.18
2023-01-20 09:45:21,Income,Salary,Debit Card,3142.6,21434.78
2023-03-19 05:55:16,Income,Gifts,Debit Card,2099.52,23534.3
2023-12-14 03:53:48,Expense,Entertainment,Mobile Wallet,3026.15,20508.15
2023-11-20 18:51:29,Expense,Housing,Credit Card,4051.93,16456.22
2023-07-30 21:05:55,Income,Gifts,Other,416.8,16873.02
2023-04-01 01:58:43,Expense,Food,Other,1135.01,15738.01
2023-12-23 22:49:17,Income,Freelance,Credit Card,1908.54,17646.55
2023-02-14 22:10:47,Expense,Housing,Mobile Wallet,202.26,17444.29
2023-11-12 03:07:57,Income,Business Income,Mobile Wallet,2266.67,19710.96
2023-10-05 09:17:39,Expense,Bills,Mobile Wallet,4621.79,15089.17
2023-06-26 06:58:42,Expense,Education,Credit Card,1605.23,13483.94
2023-11-16 01:02:57,Income,Rental Income,UPI,2510.04,15993.98
2023-10-20 05:01:03,Income,Gifts,UPI,4442.61,20436.59
2023-01-27 02:21:02,Expense,Housing,Credit Card,2759.54,17677.05
2023-06-03 20:44:46,Expense,Bills,UPI,697.94,16979.11
2023-07-01 09:13:36,Expense,Food,Credit Card,3432.03,13547.08
2023-10-21 22:40:10,Expense,Food,Cash,180.76,13366.32
2024-01-31 06:32:25,Expense,Miscellaneous,Mobile Wallet,1368.37,11997.95
2023-12-20 18:41:22,Income,Business Income,Credit Card,3948.12,15946.07
2023-07-05 21:21:29,Income,Freelance,Debit Card,1871.83,17817.9
2023-08-29 05:29:39,Income,Gifts,Credit Card,3783.5,21601.4
2023-09-08 03:44:22,Income,Business Income,Bank to Bank,4861.09,26462.49
2023-11-22 10:06:48,Income,Freelance,Other,4823.36,31285.85
2024-01-24 05:08:40,Income,Other,UPI,2555.32,33841.17
2023-06-20 08:53:57,Income,Rental Income,UPI,537.08,34378.25
